name	Simulation_left_010_007_5M_bracken	Simulation_left_020_007_5M_bracken	Simulation_left_050_007_5M_bracken	Simulation_left_100_007_5M_bracken	Simulation_left_150_007_5M_bracken	Simulation_left_200_007_5M_bracken	Simulation_left_250_007_5M_bracken	Simulation_left_300_007_5M_bracken	Simulation_left_500_007_5M_bracken	Simulation_left_010_015M_bracken	Simulation_left_020_015M_bracken	Simulation_left_050_015M_bracken	Simulation_left_100_015M_bracken	Simulation_left_150_015M_bracken	Simulation_left_200_015M_bracken	Simulation_left_250_015M_bracken	Simulation_left_300_015M_bracken	Simulation_left_500_015M_bracken	Simulation_left_010_030M_bracken	Simulation_left_020_030M_bracken	Simulation_left_050_030M_bracken	Simulation_left_100_030M_bracken	Simulation_left_150_030M_bracken	Simulation_left_200_030M_bracken	Simulation_left_250_030M_bracken	Simulation_left_300_030M_bracken	Simulation_left_500_030M_bracken	Simulation_left_010_045M_bracken	Simulation_left_020_045M_bracken	Simulation_left_050_045M_bracken	Simulation_left_100_045M_bracken	Simulation_left_150_045M_bracken	Simulation_left_200_045M_bracken	Simulation_left_250_045M_bracken	Simulation_left_300_045M_bracken	Simulation_left_500_045M_bracken	Simulation_left_010_090M_bracken	Simulation_left_020_090M_bracken	Simulation_left_050_090M_bracken	Simulation_left_100_090M_bracken	Simulation_left_150_090M_bracken	Simulation_left_200_090M_bracken	Simulation_left_250_090M_bracken	Simulation_left_300_090M_bracken	Simulation_left_500_090M_bracken	Simulation_left_010_150M_bracken	Simulation_left_020_150M_bracken	Simulation_left_050_150M_bracken	Simulation_left_100_150M_bracken	Simulation_left_150_150M_bracken	Simulation_left_200_150M_bracken	Simulation_left_250_150M_bracken	Simulation_left_300_150M_bracken	Simulation_left_500_150M_bracken
Micrococcus luteus	0.0006	0	0.0001	0.0001	0.0002	0.0002	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0	0.0001	0.0001	0.0001	0.0001	0.0001	0	0.0001	0	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0022	0.0001	0.0002	0.0001	0	0.0001	0.0001	0.0001	0.0002	0.0001	0	0.0001	0.0021	0.0001	0.0001	0.0001	0.0001	0.0001	0	0.0002	0.0002	0	0.0001	0.0001	0.0001	0.0001	0.0001
Plantactinospora sp. KBS50	0.0001	0.0001	0.0003	0.0001	0.0001	0.0001	0.0001	0.0001	0.0034	0	0.0002	0.0003	0	0.0001	0	0.0001	0.0001	0.0002	0	0	0	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0005	0.0001	0.0001	0.0001	0	0.0001	0.0001	0.0001	0.0001	0.0001	0	0.0001	0	0.0001	0.0001	0	0	0	0	0.0004	0.0001	0	0.0001	0.0001	0.0001	0.0001	0.0001
Pseudomonas synxantha	0	0	0	0	0	0.0001	0.0003	0.0002	0.0043	0	0	0.0001	0.0001	0	0	0.0001	0	0.0001	0	0	0	0	0	0	0	0	0.0004	0.0004	0	0	0.0004	0	0.0001	0	0.0001	0.0001	0	0	0.0001	0.0002	0.0001	0	0	0	0.0001	0	0	0.0001	0	0.0002	0	0	0.0001	0
Oligotropha carboxidovorans	0	0	0	0	0	0.0001	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0.0064	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0
Mycobacterium sp. WY10	0	0	0	0.0001	0	0	0.0001	0	0	0	0	0	0.0002	0.0001	0	0	0	0	0	0	0	0.0001	0	0	0	0.0001	0	0	0.001	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0.0002	0	0	0.0001	0	0	0	0.0007	0	0.0001	0
Bordetella hinzii	0	0	0	0	0.0002	0	0.0001	0.0001	0.0001	0	0	0	0	0	0	0	0	0.0001	0	0	0.0001	0	0	0	0	0	0.0001	0	0	0.0005	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0029
Desulfosarcina widdelii	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0
Actinomyces qiguomingii	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0.0002
Helicobacter bilis	0	0	0	0.0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0	0	0.0003
Pelagibacterium halotolerans	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0.0048	0	0	0.0001	0	0	0.0002	0	0	0	0	0	0	0.0001	0	0	0.0001	0.0001	0	0	0	0	0.0001	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus felis	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methyloceanibacter sp. wino2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0.0012	0	0	0	0.0001	0	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0.0037
Bifidobacterium breve	0	0	0.0002	0	0	0	0	0.0001	0.0003	0	0	0	0.0003	0	0.0001	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0	0	0.0003	0	0	0	0.0001	0.0001	0.0003	0	0	0.0001	0	0	0.0001	0.0002	0	0.0003	0.0001	0.0002	0
Borreliella afzelii	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0.0001	0	0	0
Alistipes onderdonkii	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047	0	0	0.0002
Algoriphagus sanaruensis	0	0	0	0	0	0	0	0.0001	0	0.0004	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0.0001	0	0	0	0
Psychromonas sp. CNPT3	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006
Nibricoccus aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0
Acholeplasma palmae	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium bornimense	0	0	0	0	0	0	0	0.0001	0	0.0003	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0.0099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0001
Sporomusa termitida	0	0	0.0001	0	0	0	0.0001	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0.0003	0	0	0	0	0.0006	0	0	0	0	0	0
Thermogutta terrifontis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides sp. JS614	0.0001	0	0.0005	0.0001	0.0001	0.001	0	0.0001	0.0001	0.0001	0.0001	0	0	0	0	0.0001	0	0.0001	0	0.0002	0	0	0.0003	0.0001	0.0001	0.0001	0.0003	0.0005	0.0001	0.0001	0.0002	0	0.0004	0.0001	0	0.0003	0.0001	0	0	0	0	0.0001	0.0001	0	0.0002	0	0.0001	0.0001	0	0	0.0004	0	0.0001	0.0001
Bifidobacterium scardovii	0	0	0.0002	0	0	0.0016	0	0.0001	0.0003	0	0	0	0.0006	0	0.0002	0.0002	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0001	0.0001	0.0004	0	0	0.0001	0	0	0.0003	0.0003	0	0.0003	0.0001	0.0001	0.0005
Mycobacterium gallinarum	0	0	0.0001	0	0	0	0.0017	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0.0001	0.0001	0	0	0	0.0001	0	0	0.0011	0	0	0	0	0	0	0	0.0001	0	0	0.0003	0	0	0	0.0003	0.0001	0.0001	0.0001	0	0	0	0.0001	0	0.0001	0
Raoultella ornithinolytica	0	0	0.0001	0	0.0001	0.0001	0.0001	0	0.0001	0	0	0.0001	0.0001	0	0	0	0.0001	0.0001	0	0	0.0001	0	0	0	0.0001	0.0003	0	0	0	0	0	0	0.0001	0.0003	0	0	0.0015	0	0	0	0	0.0001	0.0091	0	0.0001	0	0	0	0	0	0	0	0.0001	0
Acidiphilium multivorum	0	0	0	0.0108	0	0.0001	0.0001	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0.0001	0	0	0	0.0001	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0
Mycetocola sp. 449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.0001	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0
Brenneria goodwinii	0	0	0	0	0.0003	0	0.0011	0	0	0	0	0.0001	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0.0001	0	0	0	0	0.0085	0	0	0	0	0	0	0	0	0	0	0
Lacunisphaera limnophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0
Moraxella osloensis	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0
Anoxybacillus flavithermus	0	0	0.0015	0.0001	0.0001	0.0005	0.0011	0	0	0	0.0001	0	0.0001	0	0.0001	0.0001	0	0	0	0.0011	0	0	0	0	0.0013	0	0.001	0	0	0	0.0002	0	0	0.0001	0	0.0001	0	0	0	0	0	0	0	0	0.0006	0.0002	0	0.0001	0	0.0001	0	0	0.0001	0.0001
Tessaracoccus flavus	0.0001	0	0	0	0.0002	0.0001	0	0.0002	0.0012	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.001	0	0	0.0001	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0058	0	0.0001	0.0001
Neobacillus thermocopriae	0	0	0.0003	0	0	0.0003	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0.0003	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0
Aeromonas sp. ASNIH2	0	0	0	0	0	0	0	0.0003	0	0.0048	0	0	0	0	0.0001	0	0	0.0001	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.0001	0	0	0.0004	0.0001
Staphylococcus simiae	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Petrocella atlantisensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0
Bradyrhizobium sp. CCBAU 51753	0	0	0	0	0.0002	0	0.0001	0.0003	0.0001	0	0	0	0.0001	0.0001	0	0	0	0.0001	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0.0001	0	0.0002	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0001
Frankia alni	0.0001	0.0001	0	0.0001	0.0001	0.0001	0	0.0001	0	0	0.0001	0.0001	0	0	0.0024	0.001	0	0.0001	0	0	0	0.0001	0.0002	0	0	0	0.0001	0.0003	0.0001	0.0001	0	0	0	0.0016	0	0.0001	0.0001	0.0001	0.0001	0	0	0	0.0001	0.0001	0	0	0.0002	0.0001	0	0	0	0	0.0001	0
Psychromonas ingrahamii	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0.0056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0
Paenibacillus sp. JNUCC-32	0	0	0.0001	0	0.0013	0	0.0001	0	0.0001	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0.005	0	0	0	0	0	0.0002	0.0001	0	0	0.0002	0.0001	0.0001	0	0.0003	0	0	0	0	0	0
Winogradskyella sp. PG-2	0	0	0	0	0	0	0.0001	0.0001	0.0001	0.0002	0	0	0	0	0	0	0.0001	0	0.0002	0.0008	0	0.0001	0	0	0.0001	0.0001	0.0001	0	0	0.0004	0	0	0	0	0.0001	0.0001	0	0	0.0003	0	0	0	0	0.0001	0.0001	0	0.0001	0.0001	0.0002	0	0	0	0.0001	0.0001
Pseudoalteromonas sp. Bsw20308	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0.0124	0	0	0	0	0
Sphingopyxis sp. FD7	0	0	0	0	0	0.0001	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0001	0.0001	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium sp. NZP2077	0	0.0001	0	0.001	0	0.0012	0	0	0	0	0	0	0	0	0	0.0004	0.0003	0	0	0.0001	0	0.0003	0	0.0001	0.0005	0	0.0002	0	0	0	0	0	0.0001	0.0002	0	0	0	0	0.0001	0	0.0016	0	0.0003	0	0	0	0	0	0.0001	0	0	0	0	0
Marinobacter similis	0	0	0	0	0	0	0	0	0.0001	0	0.0006	0	0.0001	0	0	0.0001	0	0	0	0	0	0	0	0	0.0002	0	0.0001	0	0	0	0.0003	0.0001	0	0	0	0.0001	0	0	0	0	0.0001	0.0001	0	0.0067	0	0	0	0.0004	0	0	0	0	0	0.0002
Shigella flexneri	0	0	0	0	0	0.0001	0	0	0.0001	0	0	0.0001	0	0	0	0.0001	0	0.0001	0	0	0	0	0	0	0.0001	0.0001	0.0026	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081	0.0024
Mesoplasma florum	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006
Candidatus Coxiella mudrowiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0.0004	0
Trichormus variabilis	0	0	0	0	0	0	0	0	0	0.0002	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas rivipollensis	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0.0001	0.0001	0	0.0001	0.0003	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.0006	0	0	0.0002	0.0002
Pseudomonas sp. FGI182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces harbinensis	0.0001	0.0003	0	0.0004	0.0003	0.0001	0	0.0001	0.0001	0	0.0001	0.0001	0	0.0001	0.0001	0.0002	0.0002	0.0001	0	0.0001	0	0.0002	0.0001	0.0001	0.0001	0.0001	0.0001	0.0007	0.0003	0	0	0.0001	0.0003	0.0001	0.0001	0.0001	0.0001	0.0002	0.0003	0	0.0001	0.0003	0.0001	0	0.0001	0	0.0006	0.0001	0.0001	0	0	0	0.0001	0.0001
Corynebacterium glutamicum	0	0	0	0	0.0001	0.0001	0	0.0001	0.0001	0.0001	0	0	0	0	0.0001	0.0001	0	0	0	0.0001	0	0	0	0.0023	0	0	0.0001	0	0.0001	0.0001	0	0	0.0001	0	0.0001	0	0.0001	0	0	0.0001	0.0033	0.0001	0.0001	0.0001	0.0001	0	0	0	0.0002	0.0001	0.0001	0	0.0002	0
Steroidobacter denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0.0016	0	0
Salinispora arenicola	0	0	0.0001	0	0	0	0	0	0	0	0.0001	0.0001	0.0002	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0	0.0001	0	0	0.0001	0	0.0001	0	0.0003
Symbiobacterium thermophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0.0012
Burkholderia oklahomensis	0	0	0	0	0	0.0001	0	0	0.0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0.0002	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0.0003	0	0	0
Streptomyces sp. Tu 2975	0	0.0002	0	0.0001	0.0001	0.0002	0	0.0001	0	0	0.0001	0.0001	0	0.0001	0.0001	0.0002	0.0001	0.0002	0	0	0.0001	0.0002	0	0.0001	0	0.0001	0.0001	0.0001	0.0002	0	0	0	0.0001	0	0.0002	0.0001	0.0001	0.0009	0.0002	0.0001	0.0002	0.0002	0.0001	0.0001	0.0001	0	0.0004	0.0002	0.0001	0	0	0	0.0001	0.0001
Streptomonospora sp. M2	0.0001	0	0.0001	0.0001	0.0001	0.0001	0.0002	0.0016	0	0	0.0001	0	0	0.0001	0	0.0008	0.0001	0.0001	0	0	0	0.0001	0.0001	0	0.0001	0	0.0001	0.0009	0.0001	0.0001	0	0	0.0001	0.0001	0.0001	0.0002	0.0001	0	0	0	0	0	0.0001	0	0	0	0.0004	0.0001	0.0002	0.0001	0.0001	0	0.0007	0.0003
Halomonas aestuarii	0	0.0001	0	0	0	0	0	0.0001	0.0001	0.0001	0.0001	0.0002	0	0	0	0.0001	0.0002	0.0002	0	0	0	0	0	0	0	0	0.0001	0.0002	0	0	0.0014	0	0	0.0002	0.0004	0	0	0	0.0012	0.0006	0	0	0	0	0.0001	0	0	0	0	0	0.0001	0.0001	0	0.0001
Pragia fontium	0	0	0	0	0	0	0	0	0.0074	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0
Paraglaciecola psychrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0.0092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0
Paracoccus jeotgali	0	0	0	0.0001	0.0001	0.0002	0.0001	0.0001	0.0002	0.0003	0	0.0002	0.0001	0.0002	0.0004	0.0001	0.0001	0.0001	0.0002	0	0	0	0.0001	0.0001	0.0004	0.0001	0.0001	0	0	0	0.0004	0	0.0001	0.0001	0.0001	0.0001	0	0	0.0001	0.0001	0.0001	0.0002	0.0002	0.0001	0.0003	0	0.0002	0.0001	0.0002	0.0001	0.0001	0.0004	0.0001	0.0001
Streptomyces sp. KPB2	0	0	0	0	0	0.0002	0.0002	0.0001	0	0	0	0	0	0.0001	0	0.0001	0.0001	0.0001	0	0.0001	0.0005	0.0002	0	0.0001	0	0	0	0	0	0	0	0	0.0001	0	0.0001	0.0002	0	0.0008	0.0002	0.0001	0.0002	0.0001	0	0	0.0002	0	0.0002	0.0003	0	0	0	0	0.0001	0
Rhizobium sp. WL3	0	0.0001	0	0.0001	0.0001	0	0.0002	0.0001	0.0001	0	0	0	0.0001	0	0	0.0001	0.0008	0.0001	0	0.001	0	0	0.0001	0.0009	0.0002	0	0	0	0	0.0001	0	0.0001	0.0003	0.0001	0	0	0	0	0.0002	0	0	0	0	0.0003	0.0001	0	0	0	0.0001	0.0006	0.0006	0.0001	0.0021	0
Porphyrobacter sp. LM 6	0	0	0	0	0	0	0	0	0.0002	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0	0	0.0003	0	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0029	0.0001	0	0	0	0	0.0001	0.0002	0	0
Hymenobacter sp. S2-20-2	0	0	0	0	0	0	0.0001	0.0001	0.0002	0	0	0	0.0006	0	0	0	0	0.0002	0	0	0.0003	0	0	0	0	0	0	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.0018	0	0	0	0	0	0	0
Aeromonas jandaei	0	0	0.0023	0	0	0.0027	0	0	0	0.0001	0	0	0	0	0	0	0.0002	0	0.0006	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0.0001	0	0	0	0	0.0001	0	0	0.0001	0.0001
Anaerohalosphaera lusitana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelolinea submarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrospira moscoviensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenophaga sp. RAC07	0	0	0	0	0.0001	0.0001	0	0	0	0	0	0.0001	0.0001	0	0	0	0	0.0001	0	0	0.0003	0.0001	0	0	0	0	0	0	0.0001	0	0	0	0.0002	0.0001	0	0.0001	0.0001	0	0	0.0001	0	0.0001	0.0001	0	0	0	0	0	0.0001	0.0001	0	0	0	0.0001
Desulfovibrio fairfieldensis	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0076	0.0001	0	0	0
Rhodococcus sp. W8901	0	0.0001	0.0001	0.0001	0.0001	0.0002	0.0001	0	0.0001	0	0.0005	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0.0004	0	0	0.0001	0.0002	0.0001	0.0001	0.0005	0	0	0	0.0001	0.001	0.0002	0	0.0001	0	0	0	0.0001	0.0001	0.0001	0.0001	0.0003	0.0003	0.0001	0	0	0.0003	0	0.0001	0.0001
Mycobacterium grossiae	0	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0	0	0	0.0001	0	0.0003	0.0001	0.0001	0.0001	0	0	0	0	0	0.0003	0.0001	0	0	0.0001	0.0001	0.0003	0.0033	0.0001	0	0	0.0001	0.0001	0.0001	0.0001	0.0003	0	0	0.0001	0	0.0001	0	0.0002	0.0001	0.0001	0.0002	0.0001	0	0	0.0002	0	0.0001	0.0001
Mycolicibacterium sediminis	0	0	0.0001	0.0001	0.0001	0	0.0001	0	0	0	0.0001	0	0.0003	0.0001	0.0001	0.0001	0	0	0	0	0	0.0003	0.0001	0	0	0.0001	0	0.0002	0.0043	0.0001	0	0	0.0001	0.0001	0.0001	0	0.0003	0.0001	0	0.0001	0	0.0001	0	0.0002	0.0001	0.0001	0.0002	0.0001	0	0	0.0001	0	0.0001	0.0001
Lactobacillus sp. NFFJ11	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0.0001	0	0	0	0	0	0	0.0001	0	0	0	0.0001	0	0.0049	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0
Ancylobacter sp. TS-1	0	0	0	0	0.0001	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0	0.0001	0	0.0001	0	0	0	0	0.0001	0	0	0.0001	0	0.0001	0	0	0.0001	0.0001	0	0	0	0	0.0001	0	0	0	0	0.0001	0	0	0	0	0.0001	0.0001	0.0001	0	0	0
Bartonella henselae	0	0	0	0	0	0	0.0002	0	0.0001	0	0	0	0	0	0.0005	0	0	0.0008	0	0	0	0	0	0	0.0056	0	0.0014	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0.0001	0.0001	0.0001	0	0	0	0	0	0	0	0	0	0
Arcobacter anaerophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0
Arachidicoccus ginsenosidivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bosea sp. F3-2	0	0	0	0.0001	0.0001	0.0001	0.0001	0	0	0	0	0	0	0	0	0	0.0004	0.0001	0	0.0002	0	0	0	0	0.0001	0.0004	0	0	0	0.0001	0	0	0.0001	0.0001	0	0.0006	0	0	0.0001	0	0	0	0.0002	0.0002	0	0	0	0	0.0001	0.0001	0.0001	0.0028	0	0
