name	Simulation_left_010_007_5M_k	Simulation_left_020_007_5M_k	Simulation_left_050_007_5M_k	Simulation_left_100_007_5M_k	Simulation_left_150_007_5M_k	Simulation_left_200_007_5M_k	Simulation_left_250_007_5M_k	Simulation_left_300_007_5M_k	Simulation_left_500_007_5M_k	Simulation_left_010_015M_k	Simulation_left_020_015M_k	Simulation_left_050_015M_k	Simulation_left_100_015M_k	Simulation_left_150_015M_k	Simulation_left_200_015M_k	Simulation_left_250_015M_k	Simulation_left_300_015M_k	Simulation_left_500_015M_k	Simulation_left_010_030M_k	Simulation_left_020_030M_k	Simulation_left_050_030M_k	Simulation_left_100_030M_k	Simulation_left_150_030M_k	Simulation_left_200_030M_k	Simulation_left_250_030M_k	Simulation_left_300_030M_k	Simulation_left_500_030M_k	Simulation_left_010_045M_k	Simulation_left_020_045M_k	Simulation_left_050_045M_k	Simulation_left_100_045M_k	Simulation_left_150_045M_k	Simulation_left_200_045M_k	Simulation_left_250_045M_k	Simulation_left_300_045M_k	Simulation_left_500_045M_k	Simulation_left_010_090M_k	Simulation_left_020_090M_k	Simulation_left_050_090M_k	Simulation_left_100_090M_k	Simulation_left_150_090M_k	Simulation_left_200_090M_k	Simulation_left_250_090M_k	Simulation_left_300_090M_k	Simulation_left_500_090M_k	Simulation_left_010_150M_k	Simulation_left_020_150M_k	Simulation_left_050_150M_k	Simulation_left_100_150M_k	Simulation_left_150_150M_k	Simulation_left_200_150M_k	Simulation_left_250_150M_k	Simulation_left_300_150M_k	Simulation_left_500_150M_k
Pandoraea vervacti	0	0	0	0	0	0	0.0001101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001434	0.0005567	0	0	0	0	0	0	0	0	0.000312	0	0	0	0
Nitratiruptor sp. SB155-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tatumella citrea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium rhizoryzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006733	0	0	0	0	0	0	0	0	0	0	0	0	0.0003458	0	0	0	0	0	0	0	0	0	0	0.0001014	0	0	0	0	0	0	0	0	0	0
Mycoplasma neurolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002927	0	0	0
Thermotoga caldifontis	0	0	0	0	0	0	0	0.001119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Novosphingobium resinovorum	0	0	0	0	0	0	0	0.0008552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002626	0	0
Terriglobus roseus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001117	0
Xylanimicrobium sp. FW10M-9	0.0001999	0	0	0	0.0001712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herbinix luporum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002306	0	0	0	0	0	0	0	0	0	0.0004691	0	0	0	0	0	0.0004148	0	0
Candidatus Ruthia magnifica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009072	0	0	0	0	0	0	0	0	0
Massilia violaceinigra	0	0	0	0	0	0	0.0004785	0	0	0	0.0004041	0	0.0001165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas hengshuiensis	0	0	0	0	0	0.0001276	0	0	0	0	0	0	0.0001628	0	0	0.0001299	0	0	0	0	0	0	0	0	0	0	0.0002264	0	0	0	0	0	0	0	0.0002998	0	0	0	0	0	0.0001666	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sobrinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. SYJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azospira oryzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004636	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006466	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactiplantibacillus plantarum	0	0	0	0	0	0	0	0	0	0	0.0002216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004958	0	0.000172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002182	0	0	0	0	0
Stigmatella aurantiaca	0	0	0	0	0	0.0003943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001778
Fibrella sp. ES10-3-2-2	0	0	0	0	0	0	0	0	0.001107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetrasphaera sp. HKS02	0	0	0	0	0	0	0.0001041	0.0001512	0	0	0	0	0	0	0	0	0	0	0	0.0007358	0	0	0	0	0	0	0	0.0001129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Novosphingobium sp. P6W	0	0	0	0	0	0	0	0.0001456	0.0007844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001734	0	0
Micrococcus luteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003741	0	0	0	0	0	0	0	0	0	0	0	0.0007287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomonas sp. YLGW01	0	0	0	0	0	0	0	0	0	0	0	0.0001876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001599	0	0	0	0	0	0	0	0	0	0	0.0002419	0.0004015	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001108
Pseudomonas sp. OE 28.3	0	0	0	0	0	0	0	0	0.0002475	0	0	0	0	0	0	0	0	0	0	0	0	0.0001765	0	0	0	0	0.0001057	0	0	0	0	0	0	0.0001916	0	0	0	0	0	0.000378	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium symbiodeficiens	0	0	0	0	0.0002505	0	0	0.0001844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000664
Streptomyces pratensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002761	0	0	0	0	0	0	0	0	0.0001003	0.0001084	0	0	0	0	0	0
Colwellia sp. MT41	0	0	0	0	0	0	0	0.0009284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coraliomargarita akajimensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium ciceri	0	0	0	0.0002788	0	0.0001876	0	0	0	0	0	0	0	0	0	0.0002123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004116	0	0	0	0	0	0	0	0	0	0	0	0	0
Thauera sp. K11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000118
Teredinibacter turnerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas tolaasii	0	0	0	0	0	0	0	0	0.0002736	0	0	0	0	0	0	0	0	0	0	0	0	0.000131	0	0	0	0	0.0001226	0.0001011	0	0	0.0001234	0	0	0	0	0	0	0	0	0.0003353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomonas socia	0	0	0	0	0	0	0	0	0	0	0	0.0001841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001297	0	0	0	0	0	0	0	0	0	0	0.0003996	0.0003727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinomonas mediterranea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ochrobactrum sp. MT180101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008263	0	0.0002577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium sp. ML3W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009386	0	0	0	0	0	0	0.0001454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella buccalis	0	0	0	0.0001328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001238	0	0	0	0	0	0	0
Amycolatopsis keratiniphila	0	0.0002131	0	0	0	0	0	0	0	0	0.0001196	0	0	0	0	0	0.0001231	0	0	0	0	0	0	0.0004624	0	0	0.0001626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neobacillus thermocopriae	0	0	0.0001116	0	0	0.0001035	0.00046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001079	0	0.0002973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hymenobacter sp. BRD128	0	0	0	0	0	0	0	0	0	0	0	0	0.0002171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000483	0	0	0	0	0	0	0
Neisseria animalis	0	0	0	0	0	0	0	0	0.0009572	0	0	0	0	0	0	0	0	0	0.0001174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinobacter sp. Arc7-DN-1	0	0	0	0	0	0	0	0	0.0001701	0	0.0003425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002843	0	0	0	0	0	0.0001015
Mycolicibacterium mengxianglii	0	0	0	0	0	0	0	0	0	0	0	0	0.0001069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. TPU 3598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio jasicida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001071	0
Francisella orientalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003072	0	0	0
Aeoliella mucimassa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001068	0	0	0	0	0	0	0	0	0
Pseudomonas sp. phDV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009316	0	0	0	0	0	0	0	0	0.000134	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium diernhoferi	0	0	0	0	0	0	0	0	0	0	0	0	0.0001062	0	0	0	0	0	0	0	0	0.0002873	0	0	0	0	0	0	0.0006721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces sp. 135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001021	0	0	0	0	0	0.000129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005469	0	0	0.0001144	0	0	0	0	0	0	0.0001707	0	0	0	0	0	0
Streptomyces gilvosporeus	0	0.0001305	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001787	0	0	0	0	0	0	0	0	0	0	0	0	0.0001137	0	0	0	0	0	0	0	0	0.0002956	0.0001074	0	0.0001288	0	0	0	0	0	0.000107	0	0	0	0	0	0	0
Phytohabitans flavus	0	0	0.0002069	0	0	0	0	0.0001424	0	0	0	0.0001889	0	0	0	0	0	0.0001005	0	0	0	0	0	0	0	0	0	0.0001128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001954	0	0	0	0	0.0001113	0	0
Corynebacterium deserti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pediococcus claussenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001058	0	0
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001057	0
Streptomyces exfoliatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001172	0	0	0	0.0001303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005787	0.0001104	0	0	0	0	0	0	0	0.0001191	0	0	0	0	0	0	0
Rhizobium sp. X9	0	0	0	0	0	0	0.0004389	0	0	0	0	0	0.000144	0	0	0	0	0	0	0.0001039	0	0	0	0	0	0	0	0	0	0	0	0	0.0001012	0	0	0	0	0	0.0002672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces spongiicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001016	0	0	0	0	0	0	0.0001014	0	0	0	0	0	0.0003149	0	0	0.0002245	0	0	0	0	0	0	0.0002043	0	0	0.0001079	0	0	0	0	0	0
Pseudomonas sp. S35	0	0	0	0	0	0	0	0	0.0001215	0	0	0	0	0	0	0	0	0	0	0	0	0.0002166	0	0	0	0	0.0001155	0	0	0	0.0001507	0	0	0	0	0	0	0	0	0.0004482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polaribacter sp. Q13	0	0	0	0	0	0	0.0002885	0	0	0	0	0	0	0	0	0	0	0	0.0003588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001233	0	0	0	0	0	0	0	0.0001788	0.0001029	0	0	0	0	0	0	0	0	0
Campylobacter showae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002323	0	0.0002515
Flavobacterium sp. I3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008746	0	0
Mycoplasmopsis phocirhinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002552	0	0	0	0	0	0	0.0006244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	0	0	0	0.0004312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002976	0	0	0	0	0	0	0	0	0	0	0	0.0001447	0	0	0	0	0	0	0.0001766	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas gilvus	0.0001447	0	0	0	0	0	0	0.0003447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001342	0	0	0	0.0002858	0	0	0.0001406	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella jejuni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinomonas posidonica	0	0	0	0	0	0	0	0	0.0005729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blattabacterium sp. (Nauphoeta cinerea)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008328	0	0.0002167	0	0	0	0	0	0	0	0	0	0
Streptomyces angustmyceticus	0	0.0001224	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001592	0	0	0	0	0	0	0	0	0	0	0	0	0.0001052	0	0	0	0	0	0	0	0	0.0001872	0.0001311	0	0.0001168	0	0	0	0	0	0.000123	0	0	0	0	0.0001045	0	0
Frateuria sp. 5GH9-11	0	0	0	0	0	0	0	0	0.0001373	0	0.0001389	0	0	0	0	0	0	0	0	0	0	0	0	0.0002573	0.0001641	0	0	0	0	0	0	0	0	0	0.0001137	0.0001136	0	0	0	0	0	0	0	0	0	0	0	0	0.0001229	0	0	0	0	0
Streptococcus sp. A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007541	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001229	0	0	0	0	0	0	0	0	0	0	0.0001708	0	0	0
Achromobacter sp. AONIH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008643	0	0	0	0	0	0.0001816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella corrodens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus simulans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysobacter sp. 5GHs7-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002983	0.0003131	0	0	0	0	0	0	0.0001995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002329	0	0
Halomonas sp. MCCC 1A13718	0	0	0	0	0	0	0	0	0.0001367	0	0	0.0001971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004698	0.0002384	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrobacterium sp. S7/73	0	0	0.0009365	0	0	0	0.0001016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polaribacter sp. NJDZ03	0	0	0	0	0	0	0.0005276	0	0	0	0	0	0	0	0	0	0	0	0.0002738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001348	0	0	0	0	0	0	0	0	0.0001017	0
Neorickettsia risticii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009331	0.0001031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciceribacter thiooxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001002	0	0	0	0	0	0	0	0	0	0	0	0.0001446	0	0	0
Methylobacterium aquaticum	0	0	0	0.00024	0	0	0	0	0.0001368	0	0	0	0	0	0	0	0	0.0001941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000151	0.0001327	0	0	0	0	0.0001804	0	0	0	0
Methylobacterium currus	0	0	0	0.0001252	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001831	0	0	0	0	0	0	0	0.0006223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001039	0	0	0	0
Thermodesulfobium acidiphilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Winogradskyella forsetii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002939	0	0	0	0	0	0	0	0	0	0.0002836	0	0	0	0	0	0	0	0	0.0001877	0	0	0	0	0	0	0	0	0	0	0	0	0.0002677	0	0
Flavobacterium sp. KSM-R2A25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007616	0	0	0	0.0001326	0	0	0	0	0	0	0	0	0
Chlamydia muridarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005445	0	0	0
Brevibacterium sp. PAMC23299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000917	0.0001146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus salivarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009039	0	0	0	0	0	0	0	0	0	0	0
Lonsdalea britannica	0	0	0	0	0	0	0.0003468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002836	0	0	0	0	0	0	0	0	0
Paenibacillus sp. IHB B 3084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kyrpidia spormannii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus sphaericus	0	0	0	0	0	0	0	0.0001317	0	0	0	0	0	0.0002665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001418	0	0	0.0003494	0	0.0001365	0	0	0	0	0	0	0	0	0
Kaistella jeonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alicyclobacillus ferrooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001024	0	0
Rhodococcus sp. PBTS 1	0	0	0	0	0	0	0.0007805	0	0.0001057	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duncaniella sp. B8	0	0	0.001019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentibacillus amyloliquefaciens	0	0	0	0.001018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium sp. 007	0	0	0	0.0002463	0	0	0	0	0	0	0	0.0007712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
